invoice_id,vendor_id,invoice_number,invoice_date,due_date,payment_date,po_number,subtotal,tax_rate,tax_amount,shipping_handling,amount_paid,balance_due,total_amount,vendor_name,currency,payment_status,payment_method,payment_terms,approved_by,notes,created_at,updated_at,source_file,loaded_at
INV-3A3902E3,VND-004,INV-AUSSPORT-2022-00050,2022-01-25,2022-01-25,2022-03-16,PO-897700,166593.16,0.07,11661.52,0.0,178254.68,0.0,178254.68,Aussie Sports Gear,AUD,paid,ach,NET30,john.doe@company.com,,2022-01-25,2022-02-09,invoices.csv,2026-02-10T22:25:28.068809
INV-8DDA2DA6,VND-001,INV-TECHFLOW-2023-00669,2023-05-18,2023-05-18,2023-05-29,PO-915078,48579.03,0.05,2428.95,334.1,51342.08,0.0,51342.08,TechFlow Electronics,USD,paid,,NET30,procurement@company.com,,2023-05-18,2023-07-16,invoices.csv,2026-02-10T22:25:28.068809
INV-B5CAE17E,VND-004,INV-AUSSPORT-2022-00009,2024-05-04,2024-05-04,,PO-863788,131615.76,0.07,9213.1,493.8,67105.17,74217.49,141322.66,Aussie Sports Gear,AUD,overdue,wire_transfer,NET30,,,2024-04-05,2024-05-15,invoices.csv,2026-02-10T22:25:28.068809
INV-DE4EA27D,VND-003,INV-NORDHOME-2022-00213,2024-07-31,2024-07-31,,PO-394237,14610.83,0.0,0.0,364.06,11268.12,3706.77,14974.89,Nordic Home Essentials,EUR,disputed,wire_transfer,NET30,jane.smith@company.com,,2024-07-31,2024-09-13,invoices.csv,2026-02-10T22:25:28.068809
INV-1D259BDA,VND-008,INV-BEAUTYBL-2022-00419,2022-10-30,2022-10-30,,PO-634984,246950.40999999997,0.07,17286.53,222.29,220743.33,43715.9,264459.23,BeautyBliss Cosmetics,EUR,overdue,,NET30,jane.smith@company.com,,2022-10-30,2022-12-05,invoices.csv,2026-02-10T22:25:28.068809
INV-506C7AFE,VND-005,INV-FASHITA-2023-00133,2024-12-06,2024-06-12,,PO-511163,421412.87,0.0,0.0,256.01,149288.08,272380.8,421668.88,FashionFirst Italia,EUR,disputed,check,NET30,,Recurring monthly order,2024-06-12,2024-07-10,invoices.csv,2026-02-10T22:25:28.068809
INV-CD2F0E85,VND-001,INV-TECHFLOW-2022-00780,2023-07-30,2023-07-30,2023-09-12,PO-385292,183034.82,0.1,18303.48,253.22,201591.52,0.0,201591.52,TechFlow Electronics,USD,paid,,NET30,,,2023-07-30,2023-08-21,invoices.csv,2026-02-10T22:25:28.068809
INV-3F22F890,VND-001,INV-TECHFLOW-2023-00117,2023-05-20,2023-05-20,2023-07-16,PO-367713,5422.35,0.07,379.56,0.0,5801.91,0.0,5801.91,TechFlow Electronics,USD,paid,ach,NET30,procurement@company.com,,2023-05-20,2023-05-26,invoices.csv,2026-02-10T22:25:28.068809
INV-351655DC,VND-005,INV-FASHITA-2023-00608,2022-10-17,2022-10-17,2022-10-28,PO-958781,36816.280000000006,0.05,1840.81,0.0,38657.09,0.0,38657.09,FashionFirst Italia,EUR,paid,,NET30,,Damaged items replaced,2022-10-17,2022-12-16,invoices.csv,2026-02-10T22:25:28.068809
INV-BFAEACF0,VND-001,INV-TECHFLOW-2024-00226,2024-09-04,2024-09-04,2024-10-29,PO-264183,17265.93,0.07,1208.62,0.0,18474.55,0.0,18474.55,TechFlow Electronics,USD,paid,credit_card,NET30,jane.smith@company.com,,2024-09-04,2024-10-23,invoices.csv,2026-02-10T22:25:28.068809
INV-76CA3A83,VND-002,INV-GLOBGAD-2023-00259,2023-11-05,2023-05-11,,PO-908215,1246.7,0.2,249.34,195.09,1008.66,682.47,1691.13,Global Gadgets Ltd,USD,overdue,credit_card,NET45,john.doe@company.com,,2023-05-11,2023-07-06,invoices.csv,2026-02-10T22:25:28.068809
INV-1432B519,VND-004,INV-AUSSPORT-2024-00477,2023-04-27,2023-04-27,2023-06-22,PO-311830,243393.43,0.07,17037.54,0.0,160173.0,100257.97,260430.97,Aussie Sports Gear,AUD,partial,credit_card,NET30,procurement@company.com,,2023-04-27,2023-06-17,invoices.csv,2026-02-10T22:25:28.068809
INV-82E7E2D3,VND-001,INV-TECHFLOW-2023-00065,2022-10-04,2022-10-04,,PO-978477,20838.96,0.08,1667.12,140.84,7916.69,14730.23,22646.92,TechFlow Electronics,USD,overdue,credit_card,NET30,jane.smith@company.com,,2022-10-04,2022-11-19,invoices.csv,2026-02-10T22:25:28.068809
INV-7D87DB7B,VND-001,INV-TECHFLOW-2023-00248,2024-01-15,2024-01-15,2024-03-05,PO-691524,105990.76000000001,0.08,8479.26,3.95,68295.92,46178.05,114473.97,TechFlow Electronics,USD,partial,ach,NET30,john.doe@company.com,Quality inspection required,2024-01-15,2024-01-21,invoices.csv,2026-02-10T22:25:28.068809
INV-D5E39554,VND-008,INV-BEAUTYBL-2024-00261,2022-07-12,2022-07-12,2022-08-27,PO-577270,592621.01,0.0,0.0,174.15,592795.16,0.0,592795.16,BeautyBliss Cosmetics,EUR,paid,check,NET30,procurement@company.com,,2022-07-12,2022-09-09,invoices.csv,2026-02-10T22:25:28.068809
INV-63257CED,VND-005,INV-FASHITA-2023-00790,2024-06-12,2024-06-12,2024-07-26,,323793.29000000004,0.21,67996.59,384.01,392173.89,0.0,392173.89,FashionFirst Italia,EUR,paid,wire_transfer,NET30,john.doe@company.com,,2024-06-12,2024-07-19,invoices.csv,2026-02-10T22:25:28.068809
INV-399ADDD5,VND-008,INV-BEAUTYBL-2024-00239,2024-02-16,2024-02-16,2024-03-30,PO-991652,339952.05999999994,0.0,0.0,0.0,339952.06,0.0,339952.06,BeautyBliss Cosmetics,EUR,paid,,NET30,procurement@company.com,,2024-02-16,2024-03-13,invoices.csv,2026-02-10T22:25:28.068809
INV-D1E67DDF,VND-004,INV-AUSSPORT-2024-00264,2022-09-12,2022-12-09,2022-10-09,PO-100856,327102.73,0.2,65420.55,375.22,126577.48,266321.02,392898.5,Aussie Sports Gear,AUD,partial,ach,NET30,procurement@company.com,Recurring monthly order,2022-09-12,2022-09-25,invoices.csv,2026-02-10T22:25:28.068809
INV-7AC8386C,VND-002,INV-GLOBGAD-2023-00791,2024-07-12,2024-07-12,,PO-747142,252538.55,0.08,20203.08,73.84,143450.86,129364.61,272815.47,Global Gadgets Ltd,USD,overdue,wire_transfer,NET45,procurement@company.com,,2024-07-12,2024-07-19,invoices.csv,2026-02-10T22:25:28.068809
INV-6ADC1C4D,VND-004,INV-AUSSPORT-2023-00485,2024-04-29,2024-04-29,,PO-931841,356831.9000000001,0.07,24978.23,0.0,0.0,381810.13,381810.13,Aussie Sports Gear,AUD,pending,ach,NET30,procurement@company.com,,2024-04-29,2024-05-14,invoices.csv,2026-02-10T22:25:28.068809
INV-94D8A96D,VND-005,INV-FASHITA-2024-00405,2023-07-03,2023-03-07,2023-08-24,PO-620275,183783.50000000003,0.0,0.0,1.43,183784.93,0.0,183784.93,FashionFirst Italia,EUR,paid,check,NET30,,,2023-07-03,2023-07-24,invoices.csv,2026-02-10T22:25:28.068809
INV-B131C2EE,VND-003,INV-NORDHOME-2022-00480,2022-12-29,2022-12-29,2023-01-06,PO-449942,102648.98,0.05,5132.45,405.63,108187.06,0.0,108187.06,Nordic Home Essentials,EUR,paid,ach,NET30,jane.smith@company.com,,2022-12-29,2023-01-10,invoices.csv,2026-02-10T22:25:28.068809
INV-C187E6ED,VND-008,INV-BEAUTYBL-2022-00122,2022-09-06,2022-09-06,,PO-406089,516306.39,0.21,108424.34,163.91,478400.3,146494.34,624894.64,BeautyBliss Cosmetics,EUR,disputed,,NET30,,Damaged items replaced,2022-09-06,2022-10-21,invoices.csv,2026-02-10T22:25:28.068809
INV-012413A0,VND-001,INV-TECHFLOW-2024-00504,2022-04-05,2022-04-05,2022-05-02,PO-932763,24762.149999999994,0.08,1980.97,496.16,16669.28,10570.0,27239.28,TechFlow Electronics,USD,partial,wire_transfer,NET30,,,2022-04-05,2022-05-16,invoices.csv,2026-02-10T22:25:28.068809
INV-B5E84FF4,VND-004,INV-AUSSPORT-2024-00014,2022-04-14,2022-04-14,2022-05-17,PO-361298,643333.0700000001,0.05,32166.65,43.77,675543.49,0.0,675543.49,Aussie Sports Gear,AUD,paid,,NET30,procurement@company.com,,2022-04-14,2022-05-15,invoices.csv,2026-02-10T22:25:28.068809
INV-00A60E20,VND-006,INV-BOOKWRLD-2022-00377,2024-06-03,2024-06-03,,PO-456394,473535.2,0.05,23676.76,243.49,0.0,497455.45,497455.45,BookWorld Publishing,GBP,pending,credit_card,NET15,john.doe@company.com,,2024-03-06,2024-04-13,invoices.csv,2026-02-10T22:25:28.068809
INV-E63AADA2,VND-005,INV-FASHITA-2022-00103,2022-01-19,2022-01-19,2022-01-25,,244364.04,0.21,51316.45,249.21,295929.7,0.0,295929.7,FashionFirst Italia,EUR,paid,,NET30,john.doe@company.com,,2022-01-19,2022-02-20,invoices.csv,2026-02-10T22:25:28.068809
INV-A8E73A54,VND-002,INV-GLOBGAD-2024-00156,2024-09-01,2024-09-01,2024-09-18,,284370.04,0.1,28437.0,0.0,215692.29,97114.75,312807.04,Global Gadgets Ltd,USD,partial,credit_card,NET45,john.doe@company.com,,2024-09-01,2024-09-28,invoices.csv,2026-02-10T22:25:28.068809
INV-5AC95611,VND-004,INV-AUSSPORT-2023-00527,2023-03-20,2023-03-20,2023-05-11,PO-805110,78770.5,0.05,3938.53,302.6,27179.22,55832.41,83011.63,Aussie Sports Gear,AUD,partial,wire_transfer,NET30,,,2023-03-20,2023-04-02,invoices.csv,2026-02-10T22:25:28.068809
INV-E1A916C3,VND-004,INV-AUSSPORT-2023-00047,2022-04-23,2022-04-23,,PO-841402,202891.27000000002,0.2,40578.25,313.16,188728.78,55053.9,243782.68,Aussie Sports Gear,AUD,disputed,wire_transfer,NET30,jane.smith@company.com,Bulk discount applied,2022-04-23,2022-05-05,invoices.csv,2026-02-10T22:25:28.068809
INV-A5B067CE,VND-006,INV-BOOKWRLD-2022-00799,2022-03-10,2022-03-10,2022-04-21,PO-737071,129521.33000000002,0.08,10361.71,307.91,140190.95,0.0,140190.95,BookWorld Publishing,GBP,paid,wire_transfer,NET15,,Recurring monthly order,2022-03-10,2022-04-11,invoices.csv,2026-02-10T22:25:28.068809
INV-64C4F81C,VND-005,INV-FASHITA-2022-00360,2023-07-23,2023-07-23,2023-08-16,PO-420436,233112.66,0.0,0.0,459.06,233571.72,0.0,233571.72,FashionFirst Italia,EUR,paid,wire_transfer,NET30,,,2023-07-23,2023-08-03,invoices.csv,2026-02-10T22:25:28.068809
INV-4255A3FB,VND-007,INV-MAPLETOY-2022-00067,2023-03-05,2023-03-05,2023-05-03,PO-962977,452610.79000000004,0.07,31682.76,0.0,484293.55,0.0,484293.55,MapleCraft Toys,CAD,paid,ach,NET30,jane.smith@company.com,,2023-03-05,2023-03-07,invoices.csv,2026-02-10T22:25:28.068809
INV-F4B4BC74,VND-006,INV-BOOKWRLD-2023-00383,2024-12-13,2024-12-13,2025-01-22,PO-365480,272364.68,0.08,21789.17,113.24,294267.09,0.0,294267.09,BookWorld Publishing,GBP,paid,wire_transfer,NET15,,Rush order,2024-12-13,2025-02-03,invoices.csv,2026-02-10T22:25:28.068809
INV-418FFB54,VND-001,INV-TECHFLOW-2024-00697,2022-08-22,2022-08-22,,,300130.51999999996,0.08,24010.44,0.0,225768.66,98372.3,324140.96,TechFlow Electronics,USD,disputed,check,NET30,procurement@company.com,Recurring monthly order,2022-08-22,2022-10-01,invoices.csv,2026-02-10T22:25:28.068809
INV-ACCC4FB8,VND-001,INV-TECHFLOW-2022-00064,2022-12-31,2022-12-31,,PO-585752,233797.49999999997,0.07,16365.82,337.08,171992.01,78508.39,250500.4,TechFlow Electronics,USD,disputed,check,NET30,jane.smith@company.com,,2022-12-31,2023-02-17,invoices.csv,2026-02-10T22:25:28.068809
INV-E3555C7D,VND-002,INV-GLOBGAD-2023-00002,2024-10-03,2024-10-03,2024-10-09,PO-336248,141331.01,0.1,14133.1,91.79,155555.9,0.0,155555.9,Global Gadgets Ltd,USD,paid,ach,NET45,john.doe@company.com,,2024-10-03,2024-11-21,invoices.csv,2026-02-10T22:25:28.068809
INV-90FCF8D9,VND-003,INV-NORDHOME-2022-00024,2023-08-24,2023-08-24,,PO-222269,158453.05000000002,0.2,31690.61,0.0,33609.15,156534.51,190143.66,Nordic Home Essentials,EUR,disputed,ach,NET30,jane.smith@company.com,,2023-08-24,2023-10-07,invoices.csv,2026-02-10T22:25:28.068809
INV-FC90A4A5,VND-008,INV-BEAUTYBL-2022-00518,2024-08-29,2024-08-29,,,192576.26,0.1,19257.63,0.0,162225.29,49608.6,211833.89,BeautyBliss Cosmetics,EUR,disputed,ach,NET30,john.doe@company.com,,2024-08-29,2024-10-03,invoices.csv,2026-02-10T22:25:28.068809
INV-02788C36,VND-008,INV-BEAUTYBL-2024-00696,2022-09-13,2022-09-13,,PO-240075,330496.83999999997,0.0,0.0,262.67,0.0,330759.51,330759.51,BeautyBliss Cosmetics,EUR,pending,credit_card,NET30,jane.smith@company.com,,2022-09-13,2022-11-09,invoices.csv,2026-02-10T22:25:28.068809
INV-88603894,VND-005,INV-FASHITA-2023-00031,2023-07-08,2023-08-07,2023-07-27,PO-867216,56943.98,0.1,5694.4,441.79,63080.17,0.0,63080.17,FashionFirst Italia,EUR,paid,,NET30,,,2023-07-08,2023-08-17,invoices.csv,2026-02-10T22:25:28.068809
INV-D5E181E8,VND-003,INV-NORDHOME-2023-00429,2024-04-30,2024-04-30,2024-05-07,PO-671967,207010.18,0.0,0.0,49.05,156302.33,50756.9,207059.23,Nordic Home Essentials,EUR,partial,wire_transfer,NET30,procurement@company.com,,2024-04-30,2024-05-28,invoices.csv,2026-02-10T22:25:28.068809
INV-5FDD2EA5,VND-006,INV-BOOKWRLD-2024-00440,2022-04-13,2022-04-13,2022-05-24,PO-690466,235316.24,0.1,23531.62,364.45,259212.31,0.0,259212.31,BookWorld Publishing,USD,paid,wire_transfer,NET15,,Bulk discount applied,2022-04-13,2022-04-15,invoices.csv,2026-02-10T22:25:28.068809
INV-371183C6,VND-004,INV-AUSSPORT-2022-00118,2024-11-19,2024-11-19,,PO-315365,410046.98,0.2,82009.4,351.78,407022.16,85386.0,492408.16,Aussie Sports Gear,AUD,disputed,,NET30,procurement@company.com,,2024-11-19,2024-12-21,invoices.csv,2026-02-10T22:25:28.068809
INV-F0C2F5F8,VND-003,INV-NORDHOME-2022-00721,2022-12-29,2022-12-29,,PO-579226,202657.0,0.1,20265.7,0.0,179620.33,43302.37,222922.7,Nordic Home Essentials,USD,disputed,check,NET30,jane.smith@company.com,,2022-12-29,2023-01-01,invoices.csv,2026-02-10T22:25:28.068809
INV-1454D957,VND-007,INV-MAPLETOY-2024-00573,2022-09-12,2022-12-09,,PO-582331,329017.68,0.05,16450.88,130.01,70466.52,275132.05,345598.57,MapleCraft Toys,CAD,overdue,ach,NET30,john.doe@company.com,,2022-12-09,2023-01-26,invoices.csv,2026-02-10T22:25:28.068809
INV-AB2F156A,VND-003,INV-NORDHOME-2022-00685,2024-10-11,2024-10-11,,PO-607963,68375.6,0.0,0.0,454.15,0.0,68829.75,68829.75,Nordic Home Essentials,EUR,pending,credit_card,NET30,jane.smith@company.com,,2024-10-11,2024-11-07,invoices.csv,2026-02-10T22:25:28.068809
INV-D7DBCE8A,VND-006,INV-BOOKWRLD-2024-00105,2023-11-19,2023-11-19,,PO-997034,121555.35,0.1,12155.54,490.85,0.0,134201.74,134201.74,BookWorld Publishing,GBP,pending,credit_card,NET15,,,2023-11-19,2023-12-12,invoices.csv,2026-02-10T22:25:28.068809
INV-3535480A,VND-005,INV-FASHITA-2023-00435,2023-09-11,2023-09-11,2023-11-03,PO-360909,451809.29000000004,0.08,36144.74,198.1,488152.13,0.0,488152.13,FashionFirst Italia,EUR,paid,credit_card,NET30,john.doe@company.com,,2023-09-11,2023-09-28,invoices.csv,2026-02-10T22:25:28.068809
INV-FE696F3B,VND-002,INV-GLOBGAD-2023-00094,2023-01-18,2023-01-18,2023-03-11,PO-877665,418496.43000000005,0.2,83699.29,217.78,373200.83,129212.67,502413.5,Global Gadgets Ltd,USD,partial,ach,NET45,john.doe@company.com,,2023-01-18,2023-02-28,invoices.csv,2026-02-10T22:25:28.068809
INV-9E844A2C,VND-008,INV-BEAUTYBL-2023-00169,2023-03-28,2023-03-28,2023-05-09,,154992.04,0.21,32548.33,0.0,187540.37,0.0,187540.37,BeautyBliss Cosmetics,EUR,paid,,NET30,,,2023-03-28,2023-04-23,invoices.csv,2026-02-10T22:25:28.068809
INV-A30BE18D,VND-001,INV-TECHFLOW-2024-00570,2024-06-30,2024-06-30,,PO-223480,7511.54,0.08,600.92,414.72,0.0,8527.18,8527.18,TechFlow Electronics,EUR,pending,wire_transfer,NET30,john.doe@company.com,,2024-06-30,2024-08-17,invoices.csv,2026-02-10T22:25:28.068809
INV-6AE86E0D,VND-009,INV-QUICKSUP-2024-00184,2024-09-23,2024-09-23,2024-10-04,,71341.65,0.07,4993.92,381.08,53981.56,22735.09,76716.65,QuickSupply Co,USD,partial,check,NET30,procurement@company.com,,2024-09-23,2024-11-22,invoices.csv,2026-02-10T22:25:28.068809
INV-57AF8E5A,VND-007,INV-MAPLETOY-2024-00572,2022-09-11,2022-11-09,2022-08-18,PO-438064,140731.82,0.2,28146.36,373.24,75105.75,94145.67,169251.42,MapleCraft Toys,CAD,partial,,NET30,jane.smith@company.com,,2022-09-11,2022-10-10,invoices.csv,2026-02-10T22:25:28.068809
INV-A440FC84,VND-007,INV-MAPLETOY-2024-00445,2024-09-23,2024-09-23,2024-10-13,PO-122414,150047.44,0.21,31509.96,190.1,181747.5,0.0,181747.5,MapleCraft Toys,CAD,paid,,NET30,john.doe@company.com,,2024-09-23,2024-11-05,invoices.csv,2026-02-10T22:25:28.068809
INV-0BDA6880,VND-002,INV-GLOBGAD-2024-00451,2022-05-03,2022-05-03,,PO-434151,9125.61,0.2,1825.12,215.58,2689.78,8476.53,11166.31,Global Gadgets Ltd,USD,disputed,,NET45,john.doe@company.com,Damaged items replaced,2022-05-03,2022-05-16,invoices.csv,2026-02-10T22:25:28.068809
INV-5426478D,VND-004,INV-AUSSPORT-2024-00414,2023-07-28,2023-07-28,2023-09-25,PO-731215,40492.72,0.2,8098.54,254.64,33288.47,15557.43,48845.9,Aussie Sports Gear,AUD,partial,check,NET30,,,2023-07-28,2023-07-31,invoices.csv,2026-02-10T22:25:28.068809
INV-B89B5D6C,VND-003,INV-NORDHOME-2024-00080,2023-07-03,2023-07-03,2023-08-11,PO-374376,480847.7,0.07,33659.34,166.76,514673.8,0.0,514673.8,Nordic Home Essentials,EUR,paid,credit_card,NET30,jane.smith@company.com,,2023-07-03,2023-08-12,invoices.csv,2026-02-10T22:25:28.068809
INV-3ED30636,VND-004,INV-AUSSPORT-2023-00673,2024-12-22,2024-12-22,,PO-165356,9522.04,0.07,666.54,0.0,2065.97,8122.61,10188.58,Aussie Sports Gear,$,disputed,credit_card,NET30,procurement@company.com,,2024-12-22,2025-02-12,invoices.csv,2026-02-10T22:25:28.068809
INV-3C780723,VND-005,INV-FASHITA-2024-00109,2023-05-07,2023-05-07,,PO-969612,229706.27999999997,0.08,18376.5,363.02,20600.01,227845.79,248445.8,FashionFirst Italia,EUR,disputed,check,NET30,john.doe@company.com,,2023-07-05,2023-08-30,invoices.csv,2026-02-10T22:25:28.068809
INV-034509AF,VND-002,INV-GLOBGAD-2023-00337,2022-02-16,2022-02-16,2022-03-17,PO-495543,403919.14999999997,0.08,32313.53,466.73,436699.41,0.0,436699.41,Global Gadgets Ltd,USD,paid,wire_transfer,NET45,jane.smith@company.com,,2022-02-16,2022-03-09,invoices.csv,2026-02-10T22:25:28.068809
INV-06507D30,VND-006,INV-BOOKWRLD-2024-00062,2022-05-13,2022-05-13,,PO-466008,123481.03000000001,0.07,8643.67,12.39,34162.71,97974.38,132137.09,BookWorld Publishing,GBP,disputed,,NET15,procurement@company.com,,2022-05-13,2022-06-05,invoices.csv,2026-02-10T22:25:28.068809
INV-576CD6CB,VND-001,INV-TECHFLOW-2023-00108,2023-06-02,2023-02-06,2023-07-27,PO-782906,199822.36,0.05,9991.12,0.0,209813.48,0.0,209813.48,TechFlow Electronics,USD,paid,wire_transfer,NET30,jane.smith@company.com,,2023-06-02,2023-06-25,invoices.csv,2026-02-10T22:25:28.068809
INV-7072AC71,VND-001,INV-TECHFLOW-2023-00745,2022-09-02,2022-09-02,,PO-981036,205861.61,0.08,16468.93,327.23,200864.54,21793.23,222657.77,TechFlow Electronics,USD,overdue,,NET30,procurement@company.com,,2022-02-09,2022-03-10,invoices.csv,2026-02-10T22:25:28.068809
INV-AA61BA25,VND-001,INV-TECHFLOW-2022-00136,2022-01-27,2022-01-27,2022-02-01,PO-978549,555986.92,0.07,38919.08,0.0,594906.0,0.0,594906.0,TechFlow Electronics,USD,paid,wire_transfer,NET30,jane.smith@company.com,,2022-01-27,2022-02-21,invoices.csv,2026-02-10T22:25:28.068809
INV-70016F1E,VND-007,INV-MAPLETOY-2023-00092,2024-07-18,2024-07-18,,PO-877470,127354.86,0.21,26744.52,466.4,0.0,154565.78,154565.78,MapleCraft Toys,CAD,pending,ach,NET30,procurement@company.com,,2024-07-18,2024-09-01,invoices.csv,2026-02-10T22:25:28.068809
INV-3A5487B0,VND-005,INV-FASHITA-2024-00758,2022-07-13,2022-07-13,,PO-807541,170006.62,0.07,11900.46,409.38,0.0,182316.46,182316.46,FashionFirst Italia,EUR,pending,,NET30,procurement@company.com,Rush order,2022-07-13,2022-07-16,invoices.csv,2026-02-10T22:25:28.068809
INV-92F49C10,VND-007,INV-MAPLETOY-2024-00301,2024-08-17,2024-08-17,2024-08-31,PO-350318,440256.4,0.08,35220.51,0.0,350800.75,124676.16,475476.91,MapleCraft Toys,CAD,partial,,NET30,jane.smith@company.com,,2024-08-17,2024-10-03,invoices.csv,2026-02-10T22:25:28.068809
INV-2AA95851,VND-008,INV-BEAUTYBL-2022-00410,2022-01-05,2022-01-05,2022-02-20,PO-505990,90968.34999999999,0.0,0.0,58.06,51269.39,39757.02,91026.41,BeautyBliss Cosmetics,EUR,partial,,NET30,jane.smith@company.com,,2022-01-05,2022-01-21,invoices.csv,2026-02-10T22:25:28.068809
INV-69622204,VND-001,INV-TECHFLOW-2022-00484,2023-06-30,2023-06-30,,PO-846512,410995.14999999997,0.1,41099.51,0.0,297111.24,154983.42,452094.66,TechFlow Electronics,USD,overdue,check,NET30,jane.smith@company.com,,2023-06-30,2023-07-15,invoices.csv,2026-02-10T22:25:28.068809
INV-446B8783,VND-002,INV-GLOBGAD-2023-00752,2023-03-15,2023-03-15,,,26878.6,0.2,5375.72,102.13,15967.55,16388.9,32356.45,Global Gadgets Ltd,USD,disputed,wire_transfer,NET45,,,2023-03-15,2023-04-21,invoices.csv,2026-02-10T22:25:28.068809
INV-05A2CFD5,VND-003,INV-NORDHOME-2023-00716,2024-12-24,2024-12-24,2025-01-20,PO-735101,182426.05,0.07,12769.82,63.98,79465.73,115794.12,195259.85,Nordic Home Essentials,EUR,partial,check,NET30,procurement@company.com,,2024-12-24,2024-12-25,invoices.csv,2026-02-10T22:25:28.068809
INV-D6A2563A,VND-001,INV-TECHFLOW-2022-00370,2023-11-10,2023-11-10,2023-12-04,,7718.1,0.07,540.27,317.96,8576.33,0.0,8576.33,TechFlow Electronics,USD,paid,,NET30,,,2023-11-10,2023-12-04,invoices.csv,2026-02-10T22:25:28.068809
INV-1AC8CAE2,VND-007,INV-MAPLETOY-2024-00600,2023-02-13,2023-02-13,2023-03-27,PO-810137,184889.78999999998,0.2,36977.96,0.0,221867.75,0.0,221867.75,MapleCraft Toys,$,paid,,NET30,,Rush order,2023-02-13,2023-02-22,invoices.csv,2026-02-10T22:25:28.068809
INV-00C172E9,VND-002,INV-GLOBGAD-2022-00602,2023-07-01,2023-07-01,,PO-368070,143785.88999999998,0.21,30195.04,346.78,0.0,174327.71,174327.71,Global Gadgets Ltd,USD,pending,check,NET45,jane.smith@company.com,,2023-07-01,2023-07-30,invoices.csv,2026-02-10T22:25:28.068809
INV-9806D322,VND-008,INV-BEAUTYBL-2023-00246,2024-05-28,2024-05-28,2024-06-09,PO-349033,95643.12,0.08,7651.45,205.14,64025.96,39473.75,103499.71,BeautyBliss Cosmetics,EUR,partial,ach,NET30,john.doe@company.com,,2024-05-28,2024-06-14,invoices.csv,2026-02-10T22:25:28.068809
INV-83906291,VND-006,INV-BOOKWRLD-2022-00396,2024-09-06,2024-09-06,2024-10-09,PO-817042,496685.82999999996,0.05,24834.29,0.0,521520.12,0.0,521520.12,BookWorld Publishing,GBP,paid,,NET15,john.doe@company.com,,2024-09-06,2024-09-27,invoices.csv,2026-02-10T22:25:28.068809
INV-BB1821B8,VND-002,INV-GLOBGAD-2023-00138,2022-12-15,2022-12-15,,PO-921142,342483.55,0.1,34248.36,424.53,197514.29,179642.15,377156.44,Global Gadgets Ltd,US DOLLARS,disputed,,NET45,john.doe@company.com,,2022-12-15,2023-01-17,invoices.csv,2026-02-10T22:25:28.068809
INV-577C3CEC,VND-004,INV-AUSSPORT-2022-00615,2023-10-16,2023-10-16,,PO-508841,36200.1,0.05,1810.01,0.0,1471.34,36538.77,38010.11,Aussie Sports Gear,AUD,disputed,ach,NET30,procurement@company.com,,2023-10-16,2023-10-22,invoices.csv,2026-02-10T22:25:28.068809
INV-B0103A72,VND-005,INV-FASHITA-2022-00416,2023-07-31,2023-07-31,,PO-796849,252752.68,0.21,53078.06,372.11,58226.03,247976.82,306202.85,FashionFirst Italia,EUR,disputed,wire_transfer,NET30,,,2023-07-31,2023-09-19,invoices.csv,2026-02-10T22:25:28.068809
INV-B554F8CA,VND-006,INV-BOOKWRLD-2022-00332,2022-02-27,2022-02-27,2022-04-12,PO-997207,417976.1,0.07,29258.33,28.25,447262.68,0.0,447262.68,BookWorld Publishing,GBP,paid,check,NET15,,,2022-02-27,2022-03-12,invoices.csv,2026-02-10T22:25:28.068809
INV-44E9E616,VND-001,INV-TECHFLOW-2024-00620,2022-07-29,2022-07-29,2022-08-11,PO-242743,739296.89,0.2,147859.38,296.37,597847.03,289605.61,887452.64,TechFlow Electronics,USD,partial,wire_transfer,NET30,jane.smith@company.com,,2022-07-29,2022-09-16,invoices.csv,2026-02-10T22:25:28.068809
INV-F14741D6,VND-008,INV-BEAUTYBL-2022-00695,2024-12-17,2024-12-17,2025-01-25,PO-509408,315624.09,0.07,22093.69,165.03,337882.81,0.0,337882.81,BeautyBliss Cosmetics,EUR,paid,credit_card,NET30,,,2024-12-17,2025-02-13,invoices.csv,2026-02-10T22:25:28.068809
INV-04400736,VND-003,INV-NORDHOME-2022-00389,2022-03-13,2022-03-13,,PO-788620,258196.94,0.08,20655.76,0.0,143250.29,135602.41,278852.7,Nordic Home Essentials,EUR,overdue,credit_card,NET30,jane.smith@company.com,,2022-03-13,2022-03-28,invoices.csv,2026-02-10T22:25:28.068809
INV-67234847,VND-005,INV-FASHITA-2023-00335,2022-08-01,2022-01-08,2022-02-20,PO-330947,148418.37,0.21,31167.86,475.22,59306.22,120755.23,180061.45,FashionFirst Italia,EUR,partial,,NET30,john.doe@company.com,,2022-01-08,2022-01-14,invoices.csv,2026-02-10T22:25:28.068809
INV-021525BA,VND-002,INV-GLOBGAD-2022-00386,2023-03-25,2023-03-25,,PO-845284,561074.24,0.21,117825.59,0.0,519473.68,159426.15,678899.83,Global Gadgets Ltd,USD,disputed,,NET45,,Recurring monthly order,2023-03-25,2023-04-25,invoices.csv,2026-02-10T22:25:28.068809
